CASENUM,STRM,Subject,CatalogNbr,TITLE,Grade
162,FALL 12,MA,6,Intermediate Algebra,F
164,FALL 12,MA,143,Precalculus Essentials,C
165,FALL 12,MA,241,Calculus & Analytical Geom I,B
165,SPRING 13,MA,242,Calculus & Analytical Geom II,C
165,FALL 13,MA,243,Calculus & Analytical Geom III,A
165,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
165,FALL 14,MA,441,Math Methods Engr & Physics I,A
166,FALL 12,MA,6,Intermediate Algebra,C
166,SPRING 13,MA,143,Precalculus Essentials,C
166,SPRING 14,MA,241,Calculus & Analytical Geom I,F
167,FALL 12,MA,241,Calculus & Analytical Geom I,C
167,SPRING 13,MA,242,Calculus & Analytical Geom II,C
167,FALL 13,MA,243,Calculus & Analytical Geom III,C
167,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
167,SPRING 15,MA,441,Math Methods Engr & Physics I,B
168,FALL 12,MA,241,Calculus & Analytical Geom I,A
168,SPRING 13,MA,242,Calculus & Analytical Geom II,B
168,FALL 13,MA,243,Calculus & Analytical Geom III,B
168,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
169,FALL 12,MA,241,Calculus & Analytical Geom I,C
169,SPRING 13,MA,242,Calculus & Analytical Geom II,C
169,FALL 13,MA,243,Calculus & Analytical Geom III,C
169,SPRING 14,MA,345,Differential Eq & Matrix Meth,D
169,FALL 14,MA,441,Math Methods Engr & Physics I,B
170,FALL 12,MA,112,College Math for Aviation II,F
171,FALL 12,MA,241,Calculus & Analytical Geom I,A
171,SPRING 13,MA,242,Calculus & Analytical Geom II,B
171,FALL 13,MA,243HON,Calc & Analytical Geometry III,A
171,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,C
171,FALL 14,MA,441HON,Math Methods Engr & Physics I,A
172,FALL 12,MA,112,College Math for Aviation II,A
173,FALL 12,MA,111,College Math for Aviation I,C
173,SPRING 13,MA,112,College Math for Aviation II,W
173,FALL 13,MA,112,College Math for Aviation II,D
174,FALL 12,MA,241,Calculus & Analytical Geom I,A
174,SPRING 13,MA,242,Calculus & Analytical Geom II,B
174,FALL 13,MA,243HON,Calc & Analytical Geometry III,B
174,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,C
174,FALL 14,MA,441HON,Math Methods Engr & Physics I,B
174,SPRING 15,MA,442,Math Methods Engr & Physics II,B
175,FALL 12,MA,6,Intermediate Algebra,B
175,SPRING 13,MA,111,College Math for Aviation I,B
175,FALL 13,MA,112,College Math for Aviation II,C
176,FALL 12,MA,111,College Math for Aviation I,B
176,SPRING 13,MA,112,College Math for Aviation II,B
177,FALL 12,MA,242,Calculus & Analytical Geom II,A
177,SPRING 13,MA,243,Calculus & Analytical Geom III,A
178,FALL 12,MA,241,Calculus & Analytical Geom I,F
178,SPRING 13,MA,241,Calculus & Analytical Geom I,C
179,FALL 12,MA,6,Intermediate Algebra,A
179,SPRING 13,MA,111,College Math for Aviation I,B
179,FALL 13,MA,112,College Math for Aviation II,D
180,FALL 12,MA,241,Calculus & Analytical Geom I,B
180,SPRING 13,MA,242,Calculus & Analytical Geom II,B
180,FALL 13,MA,243,Calculus & Analytical Geom III,B
180,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
180,FALL 14,MA,441,Math Methods Engr & Physics I,A
181,FALL 12,MA,111,College Math for Aviation I,B
181,SPRING 13,MA,112,College Math for Aviation II,D
182,FALL 12,MA,143,Precalculus Essentials,D
182,SPRING 13,MA,241,Calculus & Analytical Geom I,F
183,FALL 12,MA,111,College Math for Aviation I,C
183,SPRING 13,MA,112,College Math for Aviation II,F
183,FALL 13,MA,112,College Math for Aviation II,B
184,FALL 12,MA,241,Calculus & Analytical Geom I,AU
184,SPRING 13,MA,241,Calculus & Analytical Geom I,C
184,FALL 13,MA,222,Business Statistics,A
185,FALL 12,MA,111,College Math for Aviation I,A
185,SPRING 13,MA,112,College Math for Aviation II,D
185,SUMMER 14,MA,112,College Math for Aviation II,A
186,FALL 12,MA,143,Precalculus Essentials,C
186,SPRING 13,MA,241,Calculus & Analytical Geom I,D
186,FALL 13,MA,241,Calculus & Analytical Geom I,B
186,SPRING 14,MA,242,Calculus & Analytical Geom II,B
187,FALL 12,MA,143,Precalculus Essentials,A
187,SPRING 13,MA,112,College Math for Aviation II,D
187,SUMMER 15,MA,241,Calculus & Analytical Geom I,D
188,FALL 12,MA,111,College Math for Aviation I,B
188,SPRING 13,MA,112,College Math for Aviation II,D
189,FALL 12,MA,241,Calculus & Analytical Geom I,B
189,SPRING 13,MA,242,Calculus & Analytical Geom II,C
189,FALL 13,MA,243,Calculus & Analytical Geom III,C
189,SPRING 14,MA,345,Differential Eq & Matrix Meth,C
189,FALL 14,MA,412,Probability and Statistics,C
190,FALL 12,MA,143,Precalculus Essentials,D
190,SPRING 13,MA,241,Calculus & Analytical Geom I,D
190,SUMMER 13,MA,242,Calculus & Analytical Geom II,B
190,SUMMER 13,MA,241,Calculus & Analytical Geom I,B
190,FALL 13,MA,243,Calculus & Analytical Geom III,W
190,SPRING 14,MA,243,Calculus & Analytical Geom III,B
190,FALL 14,MA,345,Differential Eq & Matrix Meth,C
191,FALL 12,MA,242,Calculus & Analytical Geom II,D
191,SPRING 13,MA,242,Calculus & Analytical Geom II,W
192,FALL 12,MA,6,Intermediate Algebra,B
192,SPRING 13,MA,111,College Math for Aviation I,B
192,FALL 13,MA,112,College Math for Aviation II,F
192,SPRING 14,MA,112,College Math for Aviation II,C
193,FALL 12,MA,241,Calculus & Analytical Geom I,W
194,FALL 12,MA,242,Calculus & Analytical Geom II,AU
194,SPRING 15,MA,222,Business Statistics,A
195,FALL 12,MA,243HON,Calc & Analytical Geometry III,B
195,SPRING 13,MA,345HON,Differential Eq & Matrix Meth,B
195,FALL 13,MA,441,Math Methods Engr & Physics I,A
195,FALL 14,MA,412,Probability and Statistics,A
196,FALL 12,MA,6,Intermediate Algebra,A
196,SPRING 13,MA,143,Precalculus Essentials,B
196,FALL 13,MA,241,Calculus & Analytical Geom I,B
196,SPRING 14,MA,242,Calculus & Analytical Geom II,F
197,FALL 12,MA,6,Intermediate Algebra,B
197,SPRING 13,MA,111,College Math for Aviation I,C
197,FALL 13,MA,112,College Math for Aviation II,C
198,FALL 13,MA,111,College Math for Aviation I,A
198,FALL 14,MA,112,College Math for Aviation II,C
199,FALL 12,MA,6,Intermediate Algebra,A
199,SPRING 13,MA,111,College Math for Aviation I,D
199,FALL 13,MA,112,College Math for Aviation II,F
199,SPRING 14,MA,112,College Math for Aviation II,F
199,SUMMER 14,MA,112,College Math for Aviation II,B
200,FALL 12,MA,143,Precalculus Essentials,A
200,SPRING 13,MA,241,Calculus & Analytical Geom I,A
200,FALL 13,MA,242,Calculus & Analytical Geom II,D
200,SPRING 14,MA,243,Calculus & Analytical Geom III,C
200,FALL 14,MA,242,Calculus & Analytical Geom II,B
200,FALL 14,MA,345,Differential Eq & Matrix Meth,B
201,FALL 12,MA,241,Calculus & Analytical Geom I,D
201,SPRING 13,MA,241,Calculus & Analytical Geom I,F
201,FALL 13,MA,222,Business Statistics,A
202,FALL 12,MA,112,College Math for Aviation II,D
203,FALL 12,MA,241,Calculus & Analytical Geom I,B
203,SPRING 13,MA,242,Calculus & Analytical Geom II,A
203,SUMMER 13,MA,243,Calculus & Analytical Geom III,A
203,FALL 13,MA,345,Differential Eq & Matrix Meth,A
203,SPRING 14,MA,441,Math Methods Engr & Physics I,A
204,FALL 12,MA,6,Intermediate Algebra,C
204,SPRING 13,MA,111,College Math for Aviation I,B
204,FALL 13,MA,112,College Math for Aviation II,C
205,FALL 12,MA,4,Beginning Algebra,B
206,FALL 12,MA,241,Calculus & Analytical Geom I,D
206,SPRING 13,MA,241,Calculus & Analytical Geom I,C
206,FALL 13,MA,242,Calculus & Analytical Geom II,AU
206,FALL 14,MA,222,Business Statistics,B
207,FALL 12,MA,4,Beginning Algebra,F
207,SPRING 13,MA,4,Beginning Algebra,A
207,SUMMER 13,MA,111,College Math for Aviation I,C
207,FALL 14,MA,112,College Math for Aviation II,W
207,SPRING 15,MA,112,College Math for Aviation II,D
208,FALL 12,MA,111,College Math for Aviation I,B
208,SPRING 13,MA,112,College Math for Aviation II,B
209,FALL 12,MA,112,College Math for Aviation II,D
210,FALL 12,MA,143,Precalculus Essentials,A
211,FALL 12,MA,241,Calculus & Analytical Geom I,B
211,SPRING 13,MA,242,Calculus & Analytical Geom II,C
211,FALL 13,MA,243,Calculus & Analytical Geom III,AU
211,SPRING 15,MA,222,Business Statistics,A
213,FALL 12,MA,112,College Math for Aviation II,B
214,SPRING 13,MA,241,Calculus & Analytical Geom I,A
215,FALL 12,MA,6,Intermediate Algebra,A
215,SPRING 13,MA,111,College Math for Aviation I,B
216,FALL 12,MA,112,College Math for Aviation II,C
216,SPRING 13,MA,241,Calculus & Analytical Geom I,C
216,FALL 13,MA,242,Calculus & Analytical Geom II,D
217,FALL 12,MA,143,Precalculus Essentials,B
218,FALL 12,MA,111,College Math for Aviation I,F
218,SPRING 13,MA,111,College Math for Aviation I,A
218,FALL 13,MA,112,College Math for Aviation II,C
219,FALL 12,MA,241,Calculus & Analytical Geom I,B
219,SPRING 13,MA,242,Calculus & Analytical Geom II,C
219,FALL 13,MA,243,Calculus & Analytical Geom III,C
219,SPRING 14,MA,345,Differential Eq & Matrix Meth,D
219,SUMMER 14,MA,345,Differential Eq & Matrix Meth,A
219,SUMMER 14,MA,441,Math Methods Engr & Physics I,A
220,FALL 12,MA,241,Calculus & Analytical Geom I,C
220,SPRING 13,MA,242,Calculus & Analytical Geom II,AU
220,FALL 13,MA,242,Calculus & Analytical Geom II,B
220,SPRING 14,MA,243,Calculus & Analytical Geom III,B
220,FALL 14,MA,345,Differential Eq & Matrix Meth,C
221,FALL 12,MA,111,College Math for Aviation I,B
221,SPRING 13,MA,112,College Math for Aviation II,B
222,FALL 12,MA,4,Beginning Algebra,C
222,SPRING 13,MA,111,College Math for Aviation I,W
222,SUMMER 13,MA,111,College Math for Aviation I,NS
222,FALL 13,MA,111,College Math for Aviation I,F
223,FALL 12,MA,243HON,Calc & Analytical Geometry III,C
223,SPRING 13,MA,345HON,Differential Eq & Matrix Meth,B
223,FALL 13,MA,441,Math Methods Engr & Physics I,A
224,FALL 12,MA,241,Calculus & Analytical Geom I,A
224,SPRING 13,MA,242,Calculus & Analytical Geom II,B
224,FALL 13,MA,243,Calculus & Analytical Geom III,A
224,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
224,FALL 14,MA,441,Math Methods Engr & Physics I,A
225,FALL 12,MA,241,Calculus & Analytical Geom I,A
225,SPRING 13,MA,242,Calculus & Analytical Geom II,A
225,FALL 13,MA,243HON,Calc & Analytical Geometry III,A
225,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,A
225,FALL 14,MA,441HON,Math Methods Engr & Physics I,A
226,FALL 12,MA,6,Intermediate Algebra,B
226,SPRING 13,MA,111,College Math for Aviation I,B
226,FALL 13,MA,112,College Math for Aviation II,C
227,FALL 12,MA,241,Calculus & Analytical Geom I,C
227,SPRING 13,MA,242,Calculus & Analytical Geom II,D
228,FALL 12,MA,111,College Math for Aviation I,D
228,SPRING 13,MA,111,College Math for Aviation I,D
228,SPRING 14,MA,112,College Math for Aviation II,F
229,FALL 12,MA,112,College Math for Aviation II,B
229,SPRING 13,MA,241,Calculus & Analytical Geom I,C
229,FALL 13,MA,242,Calculus & Analytical Geom II,C
230,FALL 12,MA,6,Intermediate Algebra,B
230,SPRING 13,MA,120,Quantitative Methods I,C
230,FALL 13,MA,112,College Math for Aviation II,W
230,SPRING 14,MA,220,Quantitative Methods II,C
231,FALL 12,MA,112,College Math for Aviation II,A
231,FALL 14,MA,120,Quantitative Methods I,A
232,FALL 12,MA,112,College Math for Aviation II,A
232,SPRING 13,MA,222,Business Statistics,A
233,FALL 12,MA,241,Calculus & Analytical Geom I,C
233,SPRING 13,MA,242,Calculus & Analytical Geom II,A
233,FALL 13,MA,345,Differential Eq & Matrix Meth,A
233,SPRING 14,MA,441,Math Methods Engr & Physics I,B
234,FALL 12,MA,112,College Math for Aviation II,A
235,FALL 12,MA,112,College Math for Aviation II,C
236,FALL 12,MA,112,College Math for Aviation II,B
238,FALL 12,MA,111,College Math for Aviation I,F
238,SPRING 13,MA,111,College Math for Aviation I,D
238,FALL 13,MA,112,College Math for Aviation II,W
239,FALL 12,MA,241,Calculus & Analytical Geom I,D
239,SPRING 13,MA,241,Calculus & Analytical Geom I,B
239,FALL 13,MA,242,Calculus & Analytical Geom II,C
239,SPRING 14,MA,243,Calculus & Analytical Geom III,B
239,FALL 14,MA,345,Differential Eq & Matrix Meth,C
239,SPRING 15,MA,441,Math Methods Engr & Physics I,B
240,FALL 12,MA,6,Intermediate Algebra,C
240,SPRING 13,MA,111,College Math for Aviation I,F
241,FALL 12,MA,112,College Math for Aviation II,A
242,FALL 12,MA,111,College Math for Aviation I,A
242,SPRING 13,MA,112,College Math for Aviation II,A
243,FALL 12,MA,241,Calculus & Analytical Geom I,F
243,SPRING 13,MA,241,Calculus & Analytical Geom I,F
243,SPRING 15,MA,242,Calculus & Analytical Geom II,C
244,FALL 12,MA,111,College Math for Aviation I,A
244,SPRING 13,MA,112,College Math for Aviation II,B
246,FALL 12,MA,6,Intermediate Algebra,C
246,SPRING 13,MA,111,College Math for Aviation I,B
246,FALL 13,MA,112,College Math for Aviation II,C
247,FALL 12,MA,112,College Math for Aviation II,D
248,FALL 12,MA,143,Precalculus Essentials,B
248,SPRING 13,MA,241,Calculus & Analytical Geom I,A
248,FALL 13,MA,242,Calculus & Analytical Geom II,C
248,SPRING 14,MA,243,Calculus & Analytical Geom III,B
248,FALL 14,MA,345,Differential Eq & Matrix Meth,B
249,FALL 12,MA,243HON,Calc & Analytical Geometry III,C
249,SPRING 13,MA,345,Differential Eq & Matrix Meth,A
249,FALL 13,MA,441,Math Methods Engr & Physics I,A
251,FALL 12,MA,112,College Math for Aviation II,F
251,SPRING 13,MA,112,College Math for Aviation II,C
252,FALL 12,MA,242,Calculus & Analytical Geom II,B
252,SPRING 13,MA,243,Calculus & Analytical Geom III,C
252,FALL 14,MA,345,Differential Eq & Matrix Meth,W
252,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
253,FALL 12,MA,112,College Math for Aviation II,B
254,FALL 12,MA,143,Precalculus Essentials,C
255,FALL 12,MA,111,College Math for Aviation I,B
255,SPRING 13,MA,241,Calculus & Analytical Geom I,F
255,FALL 13,MA,241,Calculus & Analytical Geom I,D
256,FALL 12,MA,143,Precalculus Essentials,C
256,SPRING 13,MA,241,Calculus & Analytical Geom I,C
256,SUMMER 13,MA,242,Calculus & Analytical Geom II,C
256,FALL 13,MA,243,Calculus & Analytical Geom III,F
257,FALL 12,MA,242,Calculus & Analytical Geom II,A
257,SPRING 13,MA,243,Calculus & Analytical Geom III,A
257,FALL 13,MA,345,Differential Eq & Matrix Meth,A
257,SPRING 14,MA,441,Math Methods Engr & Physics I,A
258,FALL 12,MA,241,Calculus & Analytical Geom I,A
258,SPRING 13,MA,242,Calculus & Analytical Geom II,B
259,FALL 12,MA,143,Precalculus Essentials,B
259,SPRING 13,MA,241,Calculus & Analytical Geom I,C
259,FALL 13,MA,242,Calculus & Analytical Geom II,F
260,FALL 12,MA,112,College Math for Aviation II,B
260,SPRING 14,MA,222,Business Statistics,B
261,FALL 12,MA,241,Calculus & Analytical Geom I,D
262,FALL 12,MA,112,College Math for Aviation II,A
262,SPRING 14,MA,222,Business Statistics,A
263,FALL 12,MA,143,Precalculus Essentials,A
263,SPRING 13,MA,241,Calculus & Analytical Geom I,B
263,FALL 13,MA,242,Calculus & Analytical Geom II,W
264,FALL 12,MA,241,Calculus & Analytical Geom I,W
264,FALL 14,MA,111,College Math for Aviation I,B
264,SPRING 15,MA,222,Business Statistics,F
266,FALL 12,MA,241,Calculus & Analytical Geom I,B
266,SPRING 13,MA,242,Calculus & Analytical Geom II,B
266,FALL 13,MA,243HON,Calc & Analytical Geometry III,C
266,SPRING 14,MA,243,Calculus & Analytical Geom III,A
266,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,B
266,FALL 14,MA,441HON,Math Methods Engr & Physics I,A
267,FALL 12,MA,241,Calculus & Analytical Geom I,B
267,SPRING 13,MA,242,Calculus & Analytical Geom II,F
267,SUMMER 13,MA,242,Calculus & Analytical Geom II,B
267,FALL 13,MA,243,Calculus & Analytical Geom III,C
267,SPRING 14,MA,345,Differential Eq & Matrix Meth,D
267,SPRING 15,MA,441,Math Methods Engr & Physics I,D
268,FALL 12,MA,143,Precalculus Essentials,B
269,FALL 12,MA,111,College Math for Aviation I,F
269,SPRING 13,MA,111,College Math for Aviation I,F
269,FALL 13,MA,111,College Math for Aviation I,C
270,FALL 12,MA,6,Intermediate Algebra,C
270,SPRING 13,MA,120,Quantitative Methods I,C
271,FALL 12,MA,4,Beginning Algebra,C
271,SPRING 13,MA,111,College Math for Aviation I,F
271,FALL 13,MA,111,College Math for Aviation I,D
271,SPRING 14,MA,112,College Math for Aviation II,D
273,FALL 12,MA,6,Intermediate Algebra,A
273,SPRING 13,MA,111,College Math for Aviation I,A
274,FALL 12,MA,143,Precalculus Essentials,B
274,SPRING 13,MA,241,Calculus & Analytical Geom I,F
275,FALL 12,MA,243,Calculus & Analytical Geom III,A
275,SPRING 13,MA,345,Differential Eq & Matrix Meth,A
275,FALL 13,MA,441,Math Methods Engr & Physics I,A
276,FALL 12,MA,241,Calculus & Analytical Geom I,B
276,SPRING 13,MA,242,Calculus & Analytical Geom II,B
276,FALL 13,MA,243,Calculus & Analytical Geom III,F
276,SPRING 14,MA,243,Calculus & Analytical Geom III,F
277,FALL 12,MA,6,Intermediate Algebra,C
277,SPRING 13,MA,143,Precalculus Essentials,D
277,FALL 13,MA,143,Precalculus Essentials,F
277,SPRING 14,MA,143,Precalculus Essentials,F
278,FALL 12,MA,111,College Math for Aviation I,C
279,FALL 12,MA,241,Calculus & Analytical Geom I,A
279,SPRING 13,MA,242,Calculus & Analytical Geom II,AU
279,FALL 13,MA,242,Calculus & Analytical Geom II,A
279,SUMMER 15,MA,412,Probability and Statistics,A
280,FALL 12,MA,241,Calculus & Analytical Geom I,A
280,SPRING 13,MA,242,Calculus & Analytical Geom II,B
280,FALL 13,MA,243HON,Calc & Analytical Geometry III,B
280,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,B
280,FALL 14,MA,441,Math Methods Engr & Physics I,A
281,FALL 12,MA,241,Calculus & Analytical Geom I,B
281,SPRING 13,MA,242,Calculus & Analytical Geom II,B
281,FALL 13,MA,243,Calculus & Analytical Geom III,B
281,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
281,FALL 14,MA,441,Math Methods Engr & Physics I,C
282,FALL 12,MA,243HON,Calc & Analytical Geometry III,C
282,SPRING 13,MA,345,Differential Eq & Matrix Meth,C
282,FALL 13,MA,441,Math Methods Engr & Physics I,C
283,FALL 12,MA,6,Intermediate Algebra,B
283,SPRING 13,MA,111,College Math for Aviation I,B
283,SPRING 14,MA,112,College Math for Aviation II,F
284,FALL 12,MA,112,College Math for Aviation II,C
285,FALL 12,MA,111,College Math for Aviation I,C
285,SPRING 13,MA,112,College Math for Aviation II,B
285,SPRING 15,MA,222,Business Statistics,A
286,FALL 12,MA,241,Calculus & Analytical Geom I,D
286,SPRING 13,MA,242,Calculus & Analytical Geom II,AU
286,SUMMER 13,MA,241,Calculus & Analytical Geom I,C
286,FALL 13,MA,242,Calculus & Analytical Geom II,C
286,SPRING 14,MA,243,Calculus & Analytical Geom III,C
286,FALL 14,MA,345,Differential Eq & Matrix Meth,C
286,SPRING 15,MA,441,Math Methods Engr & Physics I,D
286,SUMMER 15,MA,441,Math Methods Engr & Physics I,C
287,FALL 12,MA,6,Intermediate Algebra,A
287,SPRING 13,MA,143,Precalculus Essentials,F
287,FALL 13,MA,241,Calculus & Analytical Geom I,F
287,SPRING 14,MA,143,Precalculus Essentials,F
287,FALL 14,MA,143,Precalculus Essentials,D
287,SPRING 15,MA,112,College Math for Aviation II,W
288,FALL 12,MA,241,Calculus & Analytical Geom I,B
289,FALL 12,MA,241,Calculus & Analytical Geom I,A
289,SPRING 13,MA,242,Calculus & Analytical Geom II,A
289,FALL 13,MA,243,Calculus & Analytical Geom III,B
289,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
289,FALL 14,MA,441,Math Methods Engr & Physics I,A
290,FALL 12,MA,112,College Math for Aviation II,B
291,FALL 12,MA,111,College Math for Aviation I,D
291,SPRING 13,MA,112,College Math for Aviation II,D
292,FALL 12,MA,241,Calculus & Analytical Geom I,C
292,SPRING 13,MA,242,Calculus & Analytical Geom II,B
293,FALL 12,MA,4,Beginning Algebra,F
293,SPRING 13,MA,111,College Math for Aviation I,W
293,FALL 14,MA,4,Intro & Interm Algebra,B
293,SPRING 15,MA,111,College Math for Aviation I,C
293,SUMMER 15,MA,112,College Math for Aviation II,B
294,FALL 12,MA,6,Intermediate Algebra,A
294,SPRING 13,MA,111,College Math for Aviation I,B
294,FALL 13,MA,112,College Math for Aviation II,D
295,FALL 12,MA,241,Calculus & Analytical Geom I,F
295,SPRING 13,MA,143,Precalculus Essentials,A
295,SUMMER 13,MA,241,Calculus & Analytical Geom I,C
296,FALL 12,MA,6,Intermediate Algebra,A
297,FALL 12,MA,4,Beginning Algebra,B
297,SPRING 13,MA,111,College Math for Aviation I,B
297,FALL 13,MA,112,College Math for Aviation II,C
298,FALL 12,MA,6,Intermediate Algebra,A
298,SPRING 13,MA,143,Precalculus Essentials,A
299,FALL 12,MA,112,College Math for Aviation II,B
300,FALL 12,MA,111,College Math for Aviation I,F
300,SPRING 13,MA,222,Business Statistics,F
301,FALL 12,MA,111,College Math for Aviation I,A
301,SPRING 13,MA,241,Calculus & Analytical Geom I,C
301,FALL 13,MA,242,Calculus & Analytical Geom II,C
302,FALL 12,MA,242,Calculus & Analytical Geom II,A
302,SPRING 13,MA,243,Calculus & Analytical Geom III,A
303,FALL 12,MA,241,Calculus & Analytical Geom I,D
303,SPRING 13,MA,241,Calculus & Analytical Geom I,B
303,FALL 13,MA,242,Calculus & Analytical Geom II,D
304,FALL 12,MA,243,Calculus & Analytical Geom III,A
304,SPRING 13,MA,345,Differential Eq & Matrix Meth,A
305,FALL 12,MA,143,Precalculus Essentials,B
305,SPRING 13,MA,241,Calculus & Analytical Geom I,D
305,SUMMER 13,MA,241,Calculus & Analytical Geom I,C
305,FALL 13,MA,242,Calculus & Analytical Geom II,D
306,FALL 12,MA,143,Precalculus Essentials,A
